RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V 475;;
2290;2020/09/11 03:09:00;-18;51.2
2291;2020/09/11 03:10:00;-17,9;52.3
2292;2020/09/11 03:11:00;-17,7;52.4
2293;2020/09/11 03:12:00;-17,5;52.6
2294;2020/09/11 03:13:00;-17,1;52.6
2295;2020/09/11 03:14:00;-16,5;50.7
2296;2020/09/11 03:15:00;-15,5;47.6
2297;2020/09/11 03:16:00;-15;46.6
2298;2020/09/11 03:17:00;-15,1;43.8
2299;2020/09/11 03:18:00;-15,2;45.3
2300;2020/09/11 03:19:00;-15,5;46.3
2301;2020/09/11 03:20:00;-15,8;46.8
2302;2020/09/11 03:21:00;-16;47.8
2303;2020/09/11 03:22:00;-16,2;46.7
2304;2020/09/11 03:23:00;-16,5;47.2
2305;2020/09/11 03:24:00;-16,6;48.2
2306;2020/09/11 03:25:00;-16,8;48.2
2307;2020/09/11 03:26:00;-17;47.2
2308;2020/09/11 03:27:00;-17;47.2
2309;2020/09/11 03:28:00;-17;46.1
2310;2020/09/11 03:29:00;-16,9;45.7
2311;2020/09/11 03:30:00;-16,5;42.2
2312;2020/09/11 03:31:00;-16,1;40.1
2313;2020/09/11 03:32:00;-15,7;37.9
2314;2020/09/11 03:33:00;-15,2;38
2315;2020/09/11 03:34:00;-14,6;35.9
2316;2020/09/11 03:35:00;-14,3;35.4
2317;2020/09/11 03:36:00;-14;34.8
2318;2020/09/11 03:37:00;-13,8;34.8
2319;2020/09/11 03:38:00;-13,5;35.9
2320;2020/09/11 03:39:00;-13,3;35.9
2321;2020/09/11 03:40:00;-13,1;33.6
2322;2020/09/11 03:41:00;-12,9;33.7
2323;2020/09/11 03:42:00;-12,8;34.8
2324;2020/09/11 03:43:00;-12,6;34.3
2325;2020/09/11 03:44:00;-12,2;32.7
2326;2020/09/11 03:45:00;-11,9;29.9
2327;2020/09/11 03:46:00;-11,4;29.3
2328;2020/09/11 03:47:00;-11,1;28.1
2329;2020/09/11 03:48:00;-10,8;28.2
2330;2020/09/11 03:49:00;-10,5;26.9
2331;2020/09/11 03:50:00;-10,3;29.2
2332;2020/09/11 03:51:00;-10,2;29.2
2333;2020/09/11 03:52:00;-10;28.1
2334;2020/09/11 03:53:00;-9,9;25.8
2335;2020/09/11 03:54:00;-9,7;24.6
2336;2020/09/11 03:55:00;-9,4;24.6
2337;2020/09/11 03:56:00;-9,1;25.9
2338;2020/09/11 03:57:00;-8,9;26.4
2339;2020/09/11 03:58:00;-8,8;26.4
2340;2020/09/11 03:59:00;-8,8;27.5
2341;2020/09/11 04:00:00;-8,9;26.9
2342;2020/09/11 04:01:00;-8,9;28.1
2343;2020/09/11 04:02:00;-8,9;28.1
2344;2020/09/11 04:03:00;-8,9;28
2345;2020/09/11 04:04:00;-9;26.9
2346;2020/09/11 04:05:00;-9,3;29.1
2347;2020/09/11 04:06:00;-9,7;29
2348;2020/09/11 04:07:00;-10,1;30.1
2349;2020/09/11 04:08:00;-10,6;30.7
2350;2020/09/11 04:09:00;-11;31.2
2351;2020/09/11 04:10:00;-11,5;32.3
2352;2020/09/11 04:11:00;-12;32.3
2353;2020/09/11 04:12:00;-12,3;32.8
2354;2020/09/11 04:13:00;-12,7;33.3
2355;2020/09/11 04:14:00;-13;33.3
2356;2020/09/11 04:15:00;-13,3;34.4
2357;2020/09/11 04:16:00;-13,5;34.4
2358;2020/09/11 04:17:00;-13,8;34.4
2359;2020/09/11 04:18:00;-14;35.5
2360;2020/09/11 04:19:00;-14,3;35.5
2361;2020/09/11 04:20:00;-14,4;36
2362;2020/09/11 04:21:00;-14,6;36
2363;2020/09/11 04:22:00;-14,8;36.5
2364;2020/09/11 04:23:00;-15;36.5
2365;2020/09/11 04:24:00;-15,1;36.5
2366;2020/09/11 04:25:00;-15,2;37.1
2367;2020/09/11 04:26:00;-15,4;37.6
2368;2020/09/11 04:27:00;-15,5;37.6
2369;2020/09/11 04:28:00;-15,6;38.1
2370;2020/09/11 04:29:00;-15,8;38.1
2371;2020/09/11 04:30:00;-15,8;38.7
2372;2020/09/11 04:31:00;-15,9;38.7
2373;2020/09/11 04:32:00;-16;38.7
2374;2020/09/11 04:33:00;-16,1;39.2
2375;2020/09/11 04:34:00;-16,2;39.2
2376;2020/09/11 04:35:00;-16,3;39.7
2377;2020/09/11 04:36:00;-16,4;39.7
2378;2020/09/11 04:37:00;-16,5;39.7
2379;2020/09/11 04:38:00;-16,5;39.7
2380;2020/09/11 04:39:00;-16,6;39.7
2381;2020/09/11 04:40:00;-16,6;40.2
2382;2020/09/11 04:41:00;-16,7;40.8
2383;2020/09/11 04:42:00;-16,8;40.8
2384;2020/09/11 04:43:00;-16,8;40.8
2385;2020/09/11 04:44:00;-16,9;40.8
2386;2020/09/11 04:45:00;-17;40.8
2387;2020/09/11 04:46:00;-17;40.7
2388;2020/09/11 04:47:00;-17;40.7
2389;2020/09/11 04:48:00;-17;40.7
2390;2020/09/11 04:49:00;-17,1;41.3
2391;2020/09/11 04:50:00;-17,1;41.3
2392;2020/09/11 04:51:00;-17,2;41.3
2393;2020/09/11 04:52:00;-17,2;41.8
2394;2020/09/11 04:53:00;-17,3;41.8
2395;2020/09/11 04:54:00;-17,3;41.8
2396;2020/09/11 04:55:00;-17,4;41.8
2397;2020/09/11 04:56:00;-17,4;41.8
2398;2020/09/11 04:57:00;-17,5;41.8
2399;2020/09/11 04:58:00;-17,5;41.8
2400;2020/09/11 04:59:00;-17,5;41.8
2401;2020/09/11 05:00:00;-17,6;41.8
2402;2020/09/11 05:01:00;-17,6;41.8
2403;2020/09/11 05:02:00;-17,6;41.8
2404;2020/09/11 05:03:00;-17,6;42.3
2405;2020/09/11 05:04:00;-17,6;42.3
2406;2020/09/11 05:05:00;-17,7;42.3
2407;2020/09/11 05:06:00;-17,7;42.3
2408;2020/09/11 05:07:00;-17,7;42.8
2409;2020/09/11 05:08:00;-17,7;42.8
2410;2020/09/11 05:09:00;-17,8;42.8
2411;2020/09/11 05:10:00;-17,8;42.8
2412;2020/09/11 05:11:00;-17,8;42.8
2413;2020/09/11 05:12:00;-17,9;42.8
2414;2020/09/11 05:13:00;-17,9;42.8
2415;2020/09/11 05:14:00;-17,9;42.8
2416;2020/09/11 05:15:00;-17,9;42.8
2417;2020/09/11 05:16:00;-18;42.8
2418;2020/09/11 05:17:00;-18;42.8
2419;2020/09/11 05:18:00;-18;43.3
2420;2020/09/11 05:19:00;-18;43.3
2421;2020/09/11 05:20:00;-18,1;43.3
2422;2020/09/11 05:21:00;-18,1;43.3
2423;2020/09/11 05:22:00;-18,1;43.3
2424;2020/09/11 05:23:00;-18,1;43.3
2425;2020/09/11 05:24:00;-18,1;43.3
2426;2020/09/11 05:25:00;-18,2;43.3
2427;2020/09/11 05:26:00;-18,2;43.9
2428;2020/09/11 05:27:00;-18,2;43.9
2429;2020/09/11 05:28:00;-18,2;43.9
2430;2020/09/11 05:29:00;-18,2;43.9
2431;2020/09/11 05:30:00;-18,2;43.9
2432;2020/09/11 05:31:00;-18,3;43.9
2433;2020/09/11 05:32:00;-18,3;43.8
2434;2020/09/11 05:33:00;-18,3;43.9
2435;2020/09/11 05:34:00;-18,3;43.9
2436;2020/09/11 05:35:00;-18,3;43.8
2437;2020/09/11 05:36:00;-18,3;43.8
2438;2020/09/11 05:37:00;-18,3;43.8
2439;2020/09/11 05:38:00;-18,3;43.8
2440;2020/09/11 05:39:00;-18,3;43.8
2441;2020/09/11 05:40:00;-18,3;43.8
2442;2020/09/11 05:41:00;-18,3;43.8
2443;2020/09/11 05:42:00;-18,4;43.8
2444;2020/09/11 05:43:00;-18,4;43.8
2445;2020/09/11 05:44:00;-18,4;43.8
2446;2020/09/11 05:45:00;-18,4;43.8
2447;2020/09/11 05:46:00;-18,4;43.8
2448;2020/09/11 05:47:00;-18,4;43.8
2449;2020/09/11 05:48:00;-18,5;43.8
2450;2020/09/11 05:49:00;-18,5;43.8
2451;2020/09/11 05:50:00;-18,5;43.8
2452;2020/09/11 05:51:00;-18,5;43.8
2453;2020/09/11 05:52:00;-18,5;43.8
2454;2020/09/11 05:53:00;-18,5;43.8
2455;2020/09/11 05:54:00;-18,5;43.8
2456;2020/09/11 05:55:00;-18,6;43.8
2457;2020/09/11 05:56:00;-18,6;43.8
2458;2020/09/11 05:57:00;-18,6;43.8
2459;2020/09/11 05:58:00;-18,6;43.8
2460;2020/09/11 05:59:00;-18,6;43.8
2461;2020/09/11 06:00:00;-18,6;43.8
2462;2020/09/11 06:01:00;-18,6;43.8
2463;2020/09/11 06:02:00;-18,7;43.8
2464;2020/09/11 06:03:00;-18,7;43.8
2465;2020/09/11 06:04:00;-18,7;43.8
2466;2020/09/11 06:05:00;-18,7;43.8
2467;2020/09/11 06:06:00;-18,7;43.8
2468;2020/09/11 06:07:00;-18,7;43.8
2469;2020/09/11 06:08:00;-18,7;43.8
2470;2020/09/11 06:09:00;-18,7;43.8
2471;2020/09/11 06:10:00;-18,7;43.8
2472;2020/09/11 06:11:00;-18,8;43.8
2473;2020/09/11 06:12:00;-18,8;43.8
2474;2020/09/11 06:13:00;-18,8;43.8
2475;2020/09/11 06:14:00;-18,8;43.8
2476;2020/09/11 06:15:00;-18,8;43.8
2477;2020/09/11 06:16:00;-18,8;43.8
2478;2020/09/11 06:17:00;-18,8;43.8
2479;2020/09/11 06:18:00;-18,8;43.8
2480;2020/09/11 06:19:00;-18,8;43.8
2481;2020/09/11 06:20:00;-18,9;43.8
2482;2020/09/11 06:21:00;-18,9;43.8
2483;2020/09/11 06:22:00;-18,9;44.3
2484;2020/09/11 06:23:00;-18,9;43.8
2485;2020/09/11 06:24:00;-18,9;43.8
2486;2020/09/11 06:25:00;-18,9;43.8
2487;2020/09/11 06:26:00;-18,9;44.3
2488;2020/09/11 06:27:00;-18,9;44.3
2489;2020/09/11 06:28:00;-18,9;44.3
2490;2020/09/11 06:29:00;-19;43.8
2491;2020/09/11 06:30:00;-19;43.8
2492;2020/09/11 06:31:00;-19;43.8
2493;2020/09/11 06:32:00;-19;43.8
2494;2020/09/11 06:33:00;-19;43.8
2495;2020/09/11 06:34:00;-19;43.8
2496;2020/09/11 06:35:00;-19;43.8
2497;2020/09/11 06:36:00;-19;43.8
2498;2020/09/11 06:37:00;-19;44.3
2499;2020/09/11 06:38:00;-19;43.8
2500;2020/09/11 06:39:00;-19;44.3
2501;2020/09/11 06:40:00;-19;44.3
2502;2020/09/11 06:41:00;-19;43.8
2503;2020/09/11 06:42:00;-19;43.8
2504;2020/09/11 06:43:00;-19;44.3
2505;2020/09/11 06:44:00;-19,1;44.3
2506;2020/09/11 06:45:00;-19,1;43.8
2507;2020/09/11 06:46:00;-19,1;44.3
2508;2020/09/11 06:47:00;-19,1;43.8
2509;2020/09/11 06:48:00;-19,1;43.8
2510;2020/09/11 06:49:00;-19,1;43.8
2511;2020/09/11 06:50:00;-19,1;43.8
2512;2020/09/11 06:51:00;-19,1;43.8
2513;2020/09/11 06:52:00;-19,1;43.8
2514;2020/09/11 06:53:00;-19,2;43.8
2515;2020/09/11 06:54:00;-19,2;43.8
2516;2020/09/11 06:55:00;-19,2;43.8
2517;2020/09/11 06:56:00;-19,2;43.8
2518;2020/09/11 06:57:00;-19,2;43.8
2519;2020/09/11 06:58:00;-19,2;43.8
2520;2020/09/11 06:59:00;-19,2;43.8
2521;2020/09/11 07:00:00;-19,2;43.8
2522;2020/09/11 07:01:00;-19,2;43.8
2523;2020/09/11 07:02:00;-19,2;43.8
2524;2020/09/11 07:03:00;-19,2;43.8
2525;2020/09/11 07:04:00;-19,2;43.8
2526;2020/09/11 07:05:00;-19,2;43.8
2527;2020/09/11 07:06:00;-19,2;43.8
2528;2020/09/11 07:07:00;-19,2;43.8
2529;2020/09/11 07:08:00;-19,2;43.8
2530;2020/09/11 07:09:00;-19,2;43.8
2531;2020/09/11 07:10:00;-19,2;43.8
2532;2020/09/11 07:11:00;-19,2;43.8
2533;2020/09/11 07:12:00;-19,2;43.8
2534;2020/09/11 07:13:00;-19,2;43.8
2535;2020/09/11 07:14:00;-19,2;43.8
2536;2020/09/11 07:15:00;-19,1;43.8
2537;2020/09/11 07:16:00;-19,1;43.8
2538;2020/09/11 07:17:00;-19,1;43.8
2539;2020/09/11 07:18:00;-19,1;43.8
2540;2020/09/11 07:19:00;-19,1;43.8
2541;2020/09/11 07:20:00;-19,1;43.8
2542;2020/09/11 07:21:00;-19,1;43.8
2543;2020/09/11 07:22:00;-19,1;43.2
2544;2020/09/11 07:23:00;-19,1;43.8
2545;2020/09/11 07:24:00;-19,1;43.3
2546;2020/09/11 07:25:00;-19;43.8
2547;2020/09/11 07:26:00;-19;43.3
2548;2020/09/11 07:27:00;-19;43.8
2549;2020/09/11 07:28:00;-19;43.8
2550;2020/09/11 07:29:00;-19;43.3
2551;2020/09/11 07:30:00;-19;43.3
2552;2020/09/11 07:31:00;-19;43.3
2553;2020/09/11 07:32:00;-19;43.3
2554;2020/09/11 07:33:00;-19;42.7
2555;2020/09/11 07:34:00;-19;42.7
2556;2020/09/11 07:35:00;-19;42.7
2557;2020/09/11 07:36:00;-19;42.7
2558;2020/09/11 07:37:00;-19;43.3
2559;2020/09/11 07:38:00;-19;42.7
2560;2020/09/11 07:39:00;-19;42.7
2561;2020/09/11 07:40:00;-19;42.7
2562;2020/09/11 07:41:00;-19;42.7
2563;2020/09/11 07:42:00;-19;42.7
2564;2020/09/11 07:43:00;-19;42.7
2565;2020/09/11 07:44:00;-19;42.7
2566;2020/09/11 07:45:00;-19;42.7
2567;2020/09/11 07:46:00;-19;42.7
2568;2020/09/11 07:47:00;-19;42.7
2569;2020/09/11 07:48:00;-19;43.3
2570;2020/09/11 07:49:00;-19;43.3
2571;2020/09/11 07:50:00;-19;43.3
2572;2020/09/11 07:51:00;-19;43.3
2573;2020/09/11 07:52:00;-19;43.3
2574;2020/09/11 07:53:00;-19;43.3
2575;2020/09/11 07:54:00;-19;43.3
2576;2020/09/11 07:55:00;-19;43.3
2577;2020/09/11 07:56:00;-19;43.3
2578;2020/09/11 07:57:00;-19;43.3
2579;2020/09/11 07:58:00;-19;43.3
2580;2020/09/11 07:59:00;-18,9;43.3
2581;2020/09/11 08:00:00;-18,9;43.3
2582;2020/09/11 08:01:00;-18,9;43.3
2583;2020/09/11 08:02:00;-18,9;43.3
2584;2020/09/11 08:03:00;-18,9;43.3
2585;2020/09/11 08:04:00;-18,9;42.7
2586;2020/09/11 08:05:00;-18,9;43.3
2587;2020/09/11 08:06:00;-18,9;42.7
2588;2020/09/11 08:07:00;-18,9;42.7
2589;2020/09/11 08:08:00;-18,9;42.7
2590;2020/09/11 08:09:00;-18,9;42.7
2591;2020/09/11 08:10:00;-18,9;42.8
2592;2020/09/11 08:11:00;-18,8;42.8
2593;2020/09/11 08:12:00;-18,8;42.8
2594;2020/09/11 08:13:00;-18,8;42.8
2595;2020/09/11 08:14:00;-18,8;42.8
2596;2020/09/11 08:15:00;-18,8;42.8
2597;2020/09/11 08:16:00;-18,8;42.2
2598;2020/09/11 08:17:00;-18,8;42.2
2599;2020/09/11 08:18:00;-18,8;42.2
2600;2020/09/11 08:19:00;-18,8;42.2
2601;2020/09/11 08:20:00;-18,8;41.7
2602;2020/09/11 08:21:00;-18,7;41.7
2603;2020/09/11 08:22:00;-18,7;41.7
2604;2020/09/11 08:23:00;-18,7;41.7
2605;2020/09/11 08:24:00;-18,7;41.7
2606;2020/09/11 08:25:00;-18,7;41.7
2607;2020/09/11 08:26:00;-18,7;41.7
2608;2020/09/11 08:27:00;-18,7;41.2
2609;2020/09/11 08:28:00;-18,7;41.2
2610;2020/09/11 08:29:00;-18,6;41.2
2611;2020/09/11 08:30:00;-18,6;40.6
2612;2020/09/11 08:31:00;-18,6;40.6
2613;2020/09/11 08:32:00;-18,6;40.6
2614;2020/09/11 08:33:00;-18,6;40.6
2615;2020/09/11 08:34:00;-18,6;40.6
2616;2020/09/11 08:35:00;-18,6;40.1
2617;2020/09/11 08:36:00;-18,5;39.6
2618;2020/09/11 08:37:00;-18,5;39.6
2619;2020/09/11 08:38:00;-18,5;39.6
2620;2020/09/11 08:39:00;-18,5;39.6
2621;2020/09/11 08:40:00;-18,5;39.6
2622;2020/09/11 08:41:00;-18,5;39.6
2623;2020/09/11 08:42:00;-18,5;39.6
2624;2020/09/11 08:43:00;-18,4;39.6
2625;2020/09/11 08:44:00;-18,4;39.6
2626;2020/09/11 08:45:00;-18,4;39.6
2627;2020/09/11 08:46:00;-18,4;39.6
2628;2020/09/11 08:47:00;-18,4;39.6
2629;2020/09/11 08:48:00;-18,4;39.6
2630;2020/09/11 08:49:00;-18,3;39.1
2631;2020/09/11 08:50:00;-18,3;39.1
2632;2020/09/11 08:51:00;-18,3;39.1
2633;2020/09/11 08:52:00;-18,3;39.1
2634;2020/09/11 08:53:00;-18,3;39.1
2635;2020/09/11 08:54:00;-18,3;39.1
2636;2020/09/11 08:55:00;-18,3;39.1
2637;2020/09/11 08:56:00;-18,3;38.5
2638;2020/09/11 08:57:00;-18,3;39.1
2639;2020/09/11 08:58:00;-18,3;39.1
2640;2020/09/11 08:59:00;-18,3;38.5
2641;2020/09/11 09:00:00;-18,3;39.1
2642;2020/09/11 09:01:00;-18,2;39.1
2643;2020/09/11 09:02:00;-18,2;38.5
2644;2020/09/11 09:03:00;-18,2;38.5
2645;2020/09/11 09:04:00;-18,2;38.5
2646;2020/09/11 09:05:00;-18,2;38.5
2647;2020/09/11 09:06:00;-18,2;38.5
2648;2020/09/11 09:07:00;-18,2;38.5
2649;2020/09/11 09:08:00;-18,1;38.5
2650;2020/09/11 09:09:00;-18,1;38.5
2651;2020/09/11 09:10:00;-18,1;39.1
2652;2020/09/11 09:11:00;-18,1;39.1
2653;2020/09/11 09:12:00;-18,1;39.1
2654;2020/09/11 09:13:00;-18,1;38.5
2655;2020/09/11 09:14:00;-18,1;38.5
2656;2020/09/11 09:15:00;-18,1;38.5
2657;2020/09/11 09:16:00;-18,1;38.5
2658;2020/09/11 09:17:00;-18,1;38.5
2659;2020/09/11 09:18:00;-18,1;38.5
2660;2020/09/11 09:19:00;-18,1;38.5
2661;2020/09/11 09:20:00;-18,1;38.5
2662;2020/09/11 09:21:00;-18,1;38.5
2663;2020/09/11 09:22:00;-18,1;38.5
2664;2020/09/11 09:23:00;-18,1;39.1
2665;2020/09/11 09:24:00;-18,1;39.1
2666;2020/09/11 09:25:00;-18,1;38.5
2667;2020/09/11 09:26:00;-18,1;38.5
2668;2020/09/11 09:27:00;-18,1;38.5
2669;2020/09/11 09:28:00;-18,1;38.5
2670;2020/09/11 09:29:00;-18,1;38.5
2671;2020/09/11 09:30:00;-18,1;38.5
2672;2020/09/11 09:31:00;-18,1;38.5
2673;2020/09/11 09:32:00;-18,1;38.5
2674;2020/09/11 09:33:00;-18,1;38.5
2675;2020/09/11 09:34:00;-18,1;38.5
2676;2020/09/11 09:35:00;-18,1;38.5
2677;2020/09/11 09:36:00;-18,1;38.5
2678;2020/09/11 09:37:00;-18,1;38.5
2679;2020/09/11 09:38:00;-18,1;38.5
2680;2020/09/11 09:39:00;-18,1;38.5
2681;2020/09/11 09:40:00;-18,1;38.5
2682;2020/09/11 09:41:00;-18,2;38.5
2683;2020/09/11 09:42:00;-18,2;38.5
2684;2020/09/11 09:43:00;-18,2;38.5
2685;2020/09/11 09:44:00;-18,2;38.5
2686;2020/09/11 09:45:00;-18,2;38.5
2687;2020/09/11 09:46:00;-18,2;38.5
2688;2020/09/11 09:47:00;-18,2;38.5
2689;2020/09/11 09:48:00;-18,2;39.1
2690;2020/09/11 09:49:00;-18,2;39.1
2691;2020/09/11 09:50:00;-18,2;39.1
2692;2020/09/11 09:51:00;-18,2;39.1
2693;2020/09/11 09:52:00;-18,2;39.1
2694;2020/09/11 09:53:00;-18,2;39.1
2695;2020/09/11 09:54:00;-18,2;39.6
2696;2020/09/11 09:55:00;-18,2;39.6
2697;2020/09/11 09:56:00;-18,2;39.6
2698;2020/09/11 09:57:00;-18,2;39.6
2699;2020/09/11 09:58:00;-18,2;39.6
2700;2020/09/11 09:59:00;-18,2;39.6
2701;2020/09/11 10:00:00;-18,2;39.6
2702;2020/09/11 10:01:00;-18,3;39.6
2703;2020/09/11 10:02:00;-18,3;39.6
2704;2020/09/11 10:03:00;-18,3;39.6
2705;2020/09/11 10:04:00;-18,3;39.6
2706;2020/09/11 10:05:00;-18,3;39.6
2707;2020/09/11 10:06:00;-18,3;39.6
2708;2020/09/11 10:07:00;-18,3;39.6
2709;2020/09/11 10:08:00;-18,3;39.6
2710;2020/09/11 10:09:00;-18,3;39.6
2711;2020/09/11 10:10:00;-18,3;39.6
2712;2020/09/11 10:11:00;-18,3;39.6
2713;2020/09/11 10:12:00;-18,3;39.6
2714;2020/09/11 10:13:00;-18,3;39.6
2715;2020/09/11 10:14:00;-18,3;39.6
2716;2020/09/11 10:15:00;-18,3;39.6
2717;2020/09/11 10:16:00;-18,3;39.6
2718;2020/09/11 10:17:00;-18,3;40.1
2719;2020/09/11 10:18:00;-18,3;40.1
2720;2020/09/11 10:19:00;-18,3;40.1
2721;2020/09/11 10:20:00;-18,3;40.1
2722;2020/09/11 10:21:00;-18,3;40.1
2723;2020/09/11 10:22:00;-18,3;40.1
2724;2020/09/11 10:23:00;-18,3;40.1
2725;2020/09/11 10:24:00;-18,3;40.1
2726;2020/09/11 10:25:00;-18,3;40.7
2727;2020/09/11 10:26:00;-18,3;40.6
2728;2020/09/11 10:27:00;-18,4;40.6
2729;2020/09/11 10:28:00;-18,4;40.6
2730;2020/09/11 10:29:00;-18,4;40.6
2731;2020/09/11 10:30:00;-18,4;40.6
2732;2020/09/11 10:31:00;-18,4;40.6
2733;2020/09/11 10:32:00;-18,4;40.6
2734;2020/09/11 10:33:00;-18,4;40.6
2735;2020/09/11 10:34:00;-18,4;40.6
2736;2020/09/11 10:35:00;-18,4;40.6
2737;2020/09/11 10:36:00;-18,4;40.1
2738;2020/09/11 10:37:00;-18,4;40.6
2739;2020/09/11 10:38:00;-18,5;40.6
2740;2020/09/11 10:39:00;-18,5;40.6
2741;2020/09/11 10:40:00;-18,5;40.6
2742;2020/09/11 10:41:00;-18,5;40.6
2743;2020/09/11 10:42:00;-18,5;40.6
2744;2020/09/11 10:43:00;-18,5;40.6
2745;2020/09/11 10:44:00;-18,5;40.6
2746;2020/09/11 10:45:00;-18,5;40.6
2747;2020/09/11 10:46:00;-18,5;40.6
2748;2020/09/11 10:47:00;-18,5;40.6
2749;2020/09/11 10:48:00;-18,5;40.6
2750;2020/09/11 10:49:00;-18,5;40.6
2751;2020/09/11 10:50:00;-18,5;40.6
2752;2020/09/11 10:51:00;-18,6;40.6
2753;2020/09/11 10:52:00;-18,6;40.6
2754;2020/09/11 10:53:00;-18,6;40.6
2755;2020/09/11 10:54:00;-18,6;40.6
2756;2020/09/11 10:55:00;-18,6;40.6
2757;2020/09/11 10:56:00;-18,6;40.6
2758;2020/09/11 10:57:00;-18,6;40.6
2759;2020/09/11 10:58:00;-18,6;40.6
2760;2020/09/11 10:59:00;-18,6;40.6
2761;2020/09/11 11:00:00;-18,6;40.6
2762;2020/09/11 11:01:00;-18,6;40.6
2763;2020/09/11 11:02:00;-18,7;40.6
2764;2020/09/11 11:03:00;-18,7;40.6
2765;2020/09/11 11:04:00;-18,7;40.6
2766;2020/09/11 11:05:00;-18,7;40.6
2767;2020/09/11 11:06:00;-18,7;40.6
2768;2020/09/11 11:07:00;-18,7;40.6
2769;2020/09/11 11:08:00;-18,7;40.6
2770;2020/09/11 11:09:00;-18,7;40.6
2771;2020/09/11 11:10:00;-18,7;40.6
2772;2020/09/11 11:11:00;-18,7;40.6
2773;2020/09/11 11:12:00;-18,8;40.6
2774;2020/09/11 11:13:00;-18,8;40.6
2775;2020/09/11 11:14:00;-18,8;40.6
2776;2020/09/11 11:15:00;-18,8;40.6
2777;2020/09/11 11:16:00;-18,8;40.6
2778;2020/09/11 11:17:00;-18,8;40.6
2779;2020/09/11 11:18:00;-18,8;40.6
2780;2020/09/11 11:19:00;-18,8;40.6
2781;2020/09/11 11:20:00;-18,8;40.6
2782;2020/09/11 11:21:00;-18,8;40.6
2783;2020/09/11 11:22:00;-18,8;40.6
2784;2020/09/11 11:23:00;-18,9;40.6
2785;2020/09/11 11:24:00;-18,9;40.6
2786;2020/09/11 11:25:00;-18,9;40.6
2787;2020/09/11 11:26:00;-18,9;40.6
2788;2020/09/11 11:27:00;-18,9;40.6
2789;2020/09/11 11:28:00;-18,9;40.6
2790;2020/09/11 11:29:00;-18,9;40.6
2791;2020/09/11 11:30:00;-18,9;40.6
2792;2020/09/11 11:31:00;-18,9;40.6
2793;2020/09/11 11:32:00;-18,9;40.6
2794;2020/09/11 11:33:00;-19;40.6
2795;2020/09/11 11:34:00;-19;40.6
2796;2020/09/11 11:35:00;-19;40.6
2797;2020/09/11 11:36:00;-19;40.6
2798;2020/09/11 11:37:00;-19;40.6
2799;2020/09/11 11:38:00;-19;40.6
2800;2020/09/11 11:39:00;-19;40.6
2801;2020/09/11 11:40:00;-19;40.6
2802;2020/09/11 11:41:00;-19;40.6
2803;2020/09/11 11:42:00;-19;40.6
2804;2020/09/11 11:43:00;-19;40.6
2805;2020/09/11 11:44:00;-19;40.6
2806;2020/09/11 11:45:00;-19;40.6
2807;2020/09/11 11:46:00;-19;40.6
2808;2020/09/11 11:47:00;-19;40.6
2809;2020/09/11 11:48:00;-19;41.1
2810;2020/09/11 11:49:00;-19;41.1
2811;2020/09/11 11:50:00;-19;41.1
2812;2020/09/11 11:51:00;-19;41.1
2813;2020/09/11 11:52:00;-19;41.1
2814;2020/09/11 11:53:00;-19;41.1
2815;2020/09/11 11:54:00;-19;41.1
2816;2020/09/11 11:55:00;-19;40.6
2817;2020/09/11 11:56:00;-19;40.6
2818;2020/09/11 11:57:00;-19;41.1
2819;2020/09/11 11:58:00;-19;40.6
2820;2020/09/11 11:59:00;-19;40.6
2821;2020/09/11 12:00:00;-19;40.6
2822;2020/09/11 12:01:00;-19;40.6
2823;2020/09/11 12:02:00;-19;40.6
2824;2020/09/11 12:03:00;-19;40.6
2825;2020/09/11 12:04:00;-19;40.6
2826;2020/09/11 12:05:00;-19;40.6
2827;2020/09/11 12:06:00;-18,9;40.6
2828;2020/09/11 12:07:00;-18,9;40.6
2829;2020/09/11 12:08:00;-18,9;40.6
2830;2020/09/11 12:09:00;-18,9;40.6
2831;2020/09/11 12:10:00;-18,9;40.6
2832;2020/09/11 12:11:00;-18,9;40.6
2833;2020/09/11 12:12:00;-18,9;40.6
2834;2020/09/11 12:13:00;-18,8;40.6
2835;2020/09/11 12:14:00;-18,8;40.6
2836;2020/09/11 12:15:00;-18,8;40.6
2837;2020/09/11 12:16:00;-18,8;40.6
2838;2020/09/11 12:17:00;-18,8;40.6
2839;2020/09/11 12:18:00;-18,8;40.6
2840;2020/09/11 12:19:00;-18,8;40.6
2841;2020/09/11 12:20:00;-18,8;40.6
2842;2020/09/11 12:21:00;-18,8;40.6
2843;2020/09/11 12:22:00;-18,8;40.6
2844;2020/09/11 12:23:00;-18,8;40.6
2845;2020/09/11 12:24:00;-18,8;40.6
2846;2020/09/11 12:25:00;-18,8;40.6
2847;2020/09/11 12:26:00;-18,8;40.6
2848;2020/09/11 12:27:00;-18,7;40.6
2849;2020/09/11 12:28:00;-18,7;40.6
2850;2020/09/11 12:29:00;-18,7;40.1
2851;2020/09/11 12:30:00;-18,7;40.1
2852;2020/09/11 12:31:00;-18,7;40.1
2853;2020/09/11 12:32:00;-18,7;40.1
2854;2020/09/11 12:33:00;-18,7;40.1
2855;2020/09/11 12:34:00;-18,7;39.5
2856;2020/09/11 12:35:00;-18,7;40.1
